GARES_ID,MODE_,LIGNE,NOM_GARE,ID_REFA_LDA
828,RER,RER C,SAINT-MICHEL NOTRE DAME,73620
881,Train,LIGNE P,VERNEUIL-L'?TANG,62471
918,RER,RER C,VITRY-SUR-SEINE,70313
876,Train,LIGNE L,VAUCRESSON,70705
914,Train,LIGNE L,VIROFLAY R.D.,63980
100,Metro,10,Boulogne-Pont de Saint-Cloud,70721
35,Metro,7,Aubervilliers-Pantin (4 Chemins),72460
223,Metro,8,Cr?teil-L'?chat (H?pital Mondor),70269
228,Metro,9,Croix de Chavaux (Jacques Duclos),71756
16,Metro,3,Anatole France,71519
74,Metro,9,Billancourt,71034
212,Metro,6,Corvisart,71013
744,RER,RER B,A?ROPORT CHARLES DE GAULLE 2-TGV,73699
57,RER,RER C,PONT DU GARIGLIANO,74002
4,RER,RER A,ACH?RES-GRAND-CORMIER,65190
96,Train,LIGNE L,BOUGIVAL,64301
77,RER,RER B,BLANC-MESNIL,72648
31,RER,RER C,ATHIS-MONS,63134
32,RER,RER A,AUBER,73792
92,Train,GRD LIGNES,BONNI?RES,66741
340,Train,LIGNE P,GU?RARD-LA-CELLE-SUR-MORIN,67924
281,Train,LIGNE P,FAREMOUTIERS-POMMEUSE,67917
365,Train,LIGNE J,ISSOU-PORCHEVILLE,65668
517,Train,LIGNE L,MARLY-LE-ROI,64405
356,Train,LIGNE N,HOUDAN,63893
361,RER,RER C,INVALIDES,71274
376,RER,RER C,JAVEL,71150
307,RER,RER D,GARE DE LYON,73626
325,Train,GRD LIGNES,GAZERAN,60454
205,Train,LIGNE J,CONFLANS-SAINTE-HONORINE,66095
189,RER,RER B,CIT? UNIVERSITAIRE,70623
321,Train,LIGNE J,GARGENVILLE,65732
179,RER,RER C,CHEMIN D'ANTONY,69682
172,RER,RER A,CHATOU-CROISSY,64483
194,Train,LIGNE J,COLOMBES,72244
190,Train,LIGNE N,CLAMART,70505
207,RER,RER D,CORBEIL-ESSONNES,60309
553,Train,LIGNE N,MONTFORT-L'AMAURY-M?R?,63955
397,Train,LIGNE P,LA FERT?-SOUS-JOUARRE,68918
404,RER,RER B,LA PLAINE-STADE DE FRANCE,72211
405,RER,RER A,LA VARENNE-CHENNEVI?RES,72998
540,RER,RER C,MEUDON-VAL-FLEURY,70412
222,Train,LIGNE P,CR?CY-EN-BRIE-LA-CHAPELLE,68293
109,RER,RER C,BREUILLET-BRUY?RES-LE-CH?TEL,60028
141,RER,RER C,CHAMP DE MARS-TOUR EIFFEL,73844
637,Train,LIGNE H,PERSAN-BEAUMONT,67292
638,RER,RER C,PETIT-JOUY-LES-LOGES,63594
591,RER,RER A,NEUVILLE UNIVERSIT?,66436
581,Train,LIGNE P,NANTEUIL-SA?CY,69072
590,RER,RER C,PORTE MAILLOT,71379
834,Train,LIGNE J,SAINT-OUEN-L'AUM?NE (QUARTIER DE L'?GLISE),66731
833,Train,LIGNE H,SAINT-OUEN-L'AUM?NE,66803
670,RER,RER C,PONT-DE-RUNGIS-A?ROPORT D'ORLY,69677
610,Train,LIGNE N,ORGERUS-B?HOUST,64175
577,RER,RER A,NANTERRE-PR?FECTURE,70945
566,Train,LIGNE L,MONTREUIL,63989
609,RER,RER D,ORANGIS-BOIS DE L'?PINE,60542
961,Train,LIGNE H,SAINT-OUEN-L'AUM?NE-LIESSE,66659
496,Metro,7,Mairie d'Ivry,70488
618,Metro,1,Palais Royal-Mus?e du Louvre,71297
478,Metro,3,Louise Michel,73667
459,Metro,7,Les Gobelins,71076
426,Metro,5,Laumi?re,71957
630,Metro,3b,Pelleport,71828
780,Metro,8,Saint-S?bastien-Froissart,71777
685,Metro,3,Porte de Champerret,71450
687,Metro,7,Porte de Choisy,70604
631,Metro,3,Pereire-Levallois,71453
656,Metro,13,Plaisance,71039
636,Metro,13,Pern?ty,412687
606,Metro,3,Op?ra,71337
290,Metro,7,Fort d'Aubervilliers,73695
210,Metro,12,Corentin Celton,70990
377,Metro,10,Javel-Andr? Citro?n,71150
282,Metro,8,F?lix Faure,71137
318,Metro,4,Gare du Nord,71410
331,Metro,6,Glaci?re,71026
383,Metro,10,Jussieu,71148
359,Metro,9,I?na,71294
701,Metro,12,Porte de Versailles,71045
717,Metro,6,Quai de la Gare,71597
719,Metro,3,Quatre Septembre,71313
736,Metro,5,Richard Lenoir,73648
848,Metro,11,T?l?graphe,71870
705,Metro,8,Porte Dor?e,71591
714,Metro,14,Pyramides,73788
849,Metro,3,Temple,71296
13,Tramway,T4,All?e de la Tour Rendez-Vous,73312
897,Metro,7,Villejuif-Louis Aragon,70143
1006,Metro,14,Olympiades,71557
898,Metro,7,Villejuif-Paul Vaillant-Couturier,70248
751,Metro,9,Rue de la Pompe (Av. G. Mandel),71292
767,Metro,4,Saint-Germain-des-Pr?s,71216
920,Metro,9,Voltaire (L?on Blum),71750
737,Metro,8,Richelieu-Drouot,71330
773,Metro,5,Saint-Marcel,71092
855,Metro,7,Tolbiac,71001
871,Metro,10,Vaneau,71170
120,Metro,7b,Buttes-Chaumont,71900
152,Metro,1,Charles De Gaulle-?toile,71347
251,Metro,10,?glise d'Auteuil,71166
161,Metro,7,Ch?teau-Landon,73615
250,Metro,6,Edgar Quinet,71108
197,Metro,8,Commerce,71132
121,Metro,9,Buzenval,71697
188,Metro,4,Cit?,71223
781,Metro,4,Saint-Sulpice,71202
803,Metro,12,Solf?rino,71270
802,Metro,4,Simplon,71556
994,Tramway,T4,Rougemont-Chanteloup,411284
909,RER,RER D,VILLIERS-LE-BEL-GONESSE-ARNOUVILLE,66009
859,Train,LIGNE J,TRIEL-SUR-SEINE,74371
854,Train,LIGNE J,THUN-LE-PARADIS,66334
872,Train,LIGNE N,VANVES-MALAKOFF,70584
870,Train,LIGNE H,VALMONDOIS,67107
895,Train,LIGNE H,VILLAINES,67072
865,Train,LIGNE J,US,67131
924,RER,RER D,YERRES,63044
526,Train,LIGNE N,MAULE,64674
396,RER,RER D,LA FERT?-ALAIS,59661
534,RER,RER D,MENNECY,59984
968,RER,RER E,LES YVRIS-NOISY-LE-GRAND,73096
588,Train,LIGNE R,NEMOURS-SAINT-PIERRE,61218
470,Train,LIGNE H,L'ISLE-ADAM-PARMAIN,67172
592,Train,LIGNE N,N?ZEL-AULNAY,64945
632,RER,RER C,PEREIRE-LEVALLOIS,71453
484,RER,RER B,LUXEMBOURG,71161
639,RER,RER C,PETIT-VAUX,60985
596,RER,RER A,NOISIEL,68153
582,RER,RER A,NATION,71673
579,Train,LIGNE L,NANTERRE-UNIVERSIT?,70956
560,Train,LIGNE R,MONTIGNY-SUR-LOING,61327
829,RER,RER C,SAINT-MICHEL-SUR-ORGE,60536
675,Train,LIGNE H,PONTOISE,66816
664,RER,RER C,PONT DE L'ALMA,71271
574,RER,RER C,MUS?E D'ORSAY,71269
612,RER,RER B,ORSAY-VILLE,62892
742,RER,RER B,ROBINSON,70035
921,RER,RER D,VOSVES,61850
883,Train,LIGNE J,VERNOUILLET-VERNEUIL,65691
866,Train,LIGNE P,VAIRES-TORCY,68419
875,Train,LIGNE H,VAUCELLES,66520
70,RER,RER A,VAL-D'EUROPE,68266
853,Train,LIGNE R,THOMERY,61480
874,RER,RER C,VAUBOYEN,63454
856,RER,RER A,TORCY,68129
902,RER,RER D,VILLENEUVE-TRIAGE,69671
436,Train,LIGNE L,LE VAL-D'OR,70772
256,Train,LIGNE H,ENGHIEN-LES-BAINS,65485
263,Train,LIGNE J,?RAGNY-NEUVILLE,66484
118,RER,RER B,BURES-SUR-YVETTE,62851
240,RER,RER C,DOURDAN,59836
151,RER,RER A,CHARLES DE GAULLE-?TOILE,71347
114,RER,RER D,BRUNOY,67476
598,RER,RER A,NOISY-LE-GRAND-MONT D'EST,412697
34,RER,RER B,LA COURNEUVE-AUBERVILLIERS,72598
515,Train,LIGNE N,MAREIL-SUR-MAULDRE,64572
501,RER,RER A,MAISONS-LAFFITTE,65048
527,Train,LIGNE J,MAURECOURT,65827
388,Train,LIGNE J,JUZIERS,65988
536,Train,LIGNE H,M?RIEL,67065
503,RER,RER D,MAISSE,59470
480,Train,LIGNE L,LOUVECIENNES,64341
455,Train,LIGNE L,LES VALL?ES,72177
435,Train,LIGNE J,LE STADE,72287
469,Train,LIGNE J,LIMAY,65788
452,RER,RER D,LES NOUES,66650
473,RER,RER A,LOGNES,68123
424,RER,RER C,LARDY,59761
320,Tramway,T4,Gargan,73360
